epoch,train_score,train_loss,best_epoch,best_value,early_stop_wait,learning_rate,epoch_time_sec,total_training_time_sec,avg_epoch_time_sec
1,19.292510756835938,-3.6215854751586916,1,19.292510756835938,0,0.0001,124.2050428390503,124.20517683029175,124.20517683029175
2,17.182081882934572,-2.2142859712219236,2,17.182081882934572,0,0.0001,123.63302540779114,247.83874130249023,123.91937065124512
3,16.90304657348633,-1.6982299167633057,3,16.90304657348633,0,0.0001,123.48160219192505,371.90959334373474,123.96986444791158
4,16.7491570703125,-1.4024815575790406,4,16.7491570703125,0,0.0001,123.61164164543152,495.6605951786041,123.91514879465103
5,16.646777946166992,-1.225754641456604,5,16.646777946166992,0,0.0001,123.84864449501038,619.6319031715393,123.92638063430786
6,16.57401856262207,-1.109019598236084,6,16.57401856262207,0,0.0001,123.6992609500885,743.5981788635254,123.93302981058757
7,16.507480167236327,-1.0286275508880616,7,16.507480167236327,0,0.0001,123.85273575782776,867.5744671821594,123.93920959745135
8,16.458310339355467,-0.9671440634155274,8,16.458310339355467,0,0.0001,124.33253955841064,992.0368058681488,124.0046007335186
9,16.411025810546874,-0.916884665184021,9,16.411025810546874,0,0.0001,124.89077711105347,1117.0606648921967,124.11785165468852
10,16.378730128173828,-0.8709130177879334,10,16.378730128173828,0,0.0001,123.73794913291931,1240.9368765354156,124.09368765354156
11,16.342555436401366,-0.8347706274414063,11,16.342555436401366,0,0.0001,124.83210134506226,1366.126821756363,124.19334743239664
12,16.309903271484377,-0.7976791917800903,12,16.309903271484377,0,0.0001,124.0035970211029,1490.2564475536346,124.18803729613622
13,16.28219259338379,-0.7676240057754516,13,16.28219259338379,0,0.0001,123.6577730178833,1614.0449829101562,124.15730637770433
14,16.260613375854494,-0.7410588732147216,14,16.260613375854494,0,0.0001,124.00564575195312,1738.1830005645752,124.15592861175537
15,16.23429440612793,-0.7153882144165039,15,16.23429440612793,0,0.0001,123.14485788345337,1861.46315574646,124.09754371643066
16,16.21927859069824,-0.692779111404419,16,16.21927859069824,0,0.0001,122.98638820648193,1984.7258207798004,124.04536379873753
17,16.198505140991212,-0.6718221112251281,17,16.198505140991212,0,0.0001,122.99248790740967,2107.853041410446,123.99135537708507
18,16.17688649597168,-0.6562625974273681,18,16.17688649597168,0,0.0001,124.31918597221375,2232.3060641288757,124.01700356271532
19,16.162588009643553,-0.6385548331832885,19,16.162588009643553,0,0.0001,123.75689387321472,2356.200809240341,124.01056890738637
20,16.150486294555662,-0.6222718120002747,20,16.150486294555662,0,0.0001,124.38611364364624,2480.724730491638,124.03623652458191
21,16.133736920776368,-0.6066149036407471,21,16.133736920776368,0,0.0001,124.64684081077576,2605.7265701293945,124.08221762520927
22,16.121324936523436,-0.5927395343399048,22,16.121324936523436,0,0.0001,123.67747735977173,2729.5388100147247,124.06994590976022
23,16.108366657104494,-0.5795764884948731,23,16.108366657104494,0,0.0001,123.51167440414429,2853.185029029846,124.05152300129767
24,16.094877151489257,-0.5663099629592896,24,16.094877151489257,0,0.0001,123.96251034736633,2977.282632112503,124.05344300468762
25,16.082299623413085,-0.5553225148963928,25,16.082299623413085,0,0.0001,123.23489141464233,3100.6730873584747,124.02692349433899
26,16.071658681640624,-0.5444695380210877,26,16.071658681640624,0,0.0001,123.02771091461182,3223.9400837421417,123.99769552854391
27,16.06164796813965,-0.5334960901641845,27,16.06164796813965,0,0.0001,122.93738031387329,3347.0018570423126,123.96303174230788
28,16.050945830688477,-0.5227822653675079,28,16.050945830688477,0,0.0001,122.88920021057129,3470.019098997116,123.9292535356113
29,16.043569215087892,-0.5118135008049012,29,16.043569215087892,0,0.0001,123.36816906929016,3593.511936903,123.9142047207931
30,16.035142426147463,-0.503162226524353,30,16.035142426147463,0,0.0001,122.81063961982727,3716.4469709396362,123.88156569798788
31,16.02655487487793,-0.49374102314949037,31,16.02655487487793,0,0.0001,123.60665202140808,3840.3965134620667,123.88375849877634
32,16.02114524230957,-0.48641167362213134,32,16.02114524230957,0,0.0001,123.72847151756287,3964.254233121872,123.8829447850585
33,16.014942080078125,-0.47762177907943726,33,16.014942080078125,0,0.0001,122.96730303764343,4087.352513074875,123.859167062875
34,16.00225122314453,-0.47150583318710326,34,16.00225122314453,0,0.0001,123.24951815605164,4210.7262761592865,123.84489047527313
35,15.996937444458007,-0.46285980474472044,35,15.996937444458007,0,0.0001,123.69778084754944,4334.553104400635,123.84437441144671
36,15.993162503051758,-0.45629302596092225,36,15.993162503051758,0,0.0001,123.23145127296448,4458.04274559021,123.83452071083917
37,15.984303467407226,-0.44909155895233155,37,15.984303467407226,0,0.0001,123.07007813453674,4581.254905700684,123.81770015407253
38,15.981695703125,-0.44320568934440613,38,15.981695703125,0,0.0001,123.59919929504395,4704.987375259399,123.8154572436684
39,15.976737202148437,-0.4369041509246826,39,15.976737202148437,0,0.0001,123.16417074203491,4828.2821407318115,123.80210617261055
40,15.969147221374511,-0.4314603339099884,40,15.969147221374511,0,0.0001,123.04315686225891,4951.462107658386,123.78655269145966
41,15.962820774536134,-0.4267905321598053,41,15.962820774536134,0,0.0001,123.28906488418579,5075.111433506012,123.78320569526858
42,15.95939004638672,-0.4215969219779968,42,15.95939004638672,0,0.0001,123.47219181060791,5198.7230052948,123.77911917368571
43,15.952555798645019,-0.4164491857624054,43,15.952555798645019,0,0.0001,124.45376801490784,5323.322070121765,123.79818767725035
44,15.944703025512695,-0.41141504127502443,44,15.944703025512695,0,0.0001,123.88157391548157,5447.343369722366,123.80325840278105
45,15.94392084564209,-0.4070166418647766,45,15.94392084564209,0,0.0001,123.6836895942688,5571.168787479401,123.80375083287556
46,15.936912472839355,-0.4034506137084961,46,15.936912472839355,0,0.0001,124.53341341018677,5696.0828692913055,123.82788846285447
47,15.930493506774903,-0.3996061029624939,47,15.930493506774903,0,0.0001,124.09885263442993,5820.323949337006,123.83667977312778
48,15.925233042907715,-0.39527060161590577,48,15.925233042907715,0,0.0001,124.3762218952179,5944.829026460648,123.85060471793015
49,15.91822496307373,-0.39145650207519533,49,15.91822496307373,0,0.0001,123.58327460289001,6068.5363619327545,123.8476808557705
50,15.91482191253662,-0.3890456848335266,50,15.91482191253662,0,0.0001,124.47253727912903,6193.171505689621,123.86343011379242
51,15.909808670043946,-0.38730126942634585,51,15.909808670043946,0,0.0001,123.76561856269836,6317.3792634010315,123.87018163531434
52,15.90432983001709,-0.3835058835124969,52,15.90432983001709,0,0.0001,123.20782136917114,6440.721286535263,123.86002474106274
53,15.899571391296387,-0.37852022711753847,53,15.899571391296387,0,0.0001,123.69424271583557,6564.542645931244,123.85929520624988
54,15.889280315246582,-0.38079670611381533,54,15.889280315246582,0,0.0001,124.28019642829895,6688.947687864304,123.86940162711673
55,15.887597141418457,-0.3780320387172699,55,15.887597141418457,0,0.0001,124.2815294265747,6813.357219696045,123.87922217629172
56,15.879788483886719,-0.3772076090812683,56,15.879788483886719,0,0.0001,123.67604279518127,6937.284196138382,123.88007493104253
57,15.871253071289063,-0.3767310217666626,57,15.871253071289063,0,0.0001,123.09281039237976,7060.510446548462,123.86860432541161
58,15.867713190612793,-0.3765133893585205,58,15.867713190612793,0,0.0001,123.17623019218445,7183.814357280731,123.85886822897812
59,15.861863467712402,-0.3733682895565033,59,15.861863467712402,0,0.0001,123.39616322517395,7307.33655333519,123.85316192093542
60,15.853394054870606,-0.374869740896225,60,15.853394054870606,0,0.0001,123.27549767494202,7430.744700431824,123.84574500719707
61,15.849337175292968,-0.3708457856655121,61,15.849337175292968,0,0.0001,123.54616665840149,7554.643609285355,123.84661654566155
62,15.83948238861084,-0.37050384192466734,62,15.83948238861084,0,0.0001,123.97901558876038,7678.753534793854,123.850863464417
63,15.840514488220215,-0.36726652946472166,62,15.83948238861084,1,0.0001,124.28197813034058,7803.166514635086,123.85978594658867
64,15.835474431152344,-0.36240119541168214,64,15.835474431152344,0,0.0001,123.8366470336914,7927.141051292419,123.86157892644405
65,15.830680695800782,-0.3623312458610535,65,15.830680695800782,0,0.0001,123.17512559890747,8050.448385000229,123.8530520769266
66,15.825178105773926,-0.3602513294506073,66,15.825178105773926,0,0.0001,123.35666990280151,8174.056324720383,123.84933825333913
67,15.819740257263184,-0.35688376366615293,67,15.819740257263184,0,0.0001,123.16380000114441,8297.346532344818,123.8409930200719
68,15.817444020996094,-0.3549592152500153,68,15.817444020996094,0,0.0001,123.52827572822571,8421.0095641613,123.83837594354854
69,15.817073176269531,-0.35302536032676696,69,15.817073176269531,0,0.0001,122.89419078826904,8544.027162313461,123.82648061323857
70,15.810121785583496,-0.3489459609699249,70,15.810121785583496,0,0.0001,123.93150281906128,8668.09025979042,123.82986085414886
71,15.804544841308594,-0.34958073561668396,71,15.804544841308594,0,0.0001,123.4627149105072,8791.889514684677,123.82942978429122
72,15.802694038391113,-0.3446047464847565,72,15.802694038391113,0,0.0001,123.04627656936646,8915.069704294205,123.82041255964174
73,15.799342774047851,-0.3427116292095184,73,15.799342774047851,0,0.0001,123.25374364852905,9038.457974433899,123.81449280046436
74,15.794618526306152,-0.3413373494052887,74,15.794618526306152,0,0.0001,123.2866621017456,9161.87225151062,123.80908447987325
75,15.793465991516113,-0.339673913564682,75,15.793465991516113,0,0.0001,123.14201140403748,9285.14513015747,123.80193506876627
76,15.788304004516602,-0.33539311773300173,76,15.788304004516602,0,0.0001,123.68372654914856,9409.081709623337,123.80370670557022
77,15.78820374053955,-0.334290567817688,77,15.78820374053955,0,0.0001,123.3692512512207,9532.580704212189,123.7997494053531
78,15.784312083129883,-0.3318655678272247,78,15.784312083129883,0,0.0001,123.44398021697998,9656.154928684235,123.79685806005429
79,15.780696491699219,-0.3307354750919342,79,15.780696491699219,0,0.0001,123.0013997554779,9779.390240192413,123.78974987585333
80,15.779177851257325,-0.3281099037265778,80,15.779177851257325,0,0.0001,122.6698648929596,9902.196009635925,123.77745012044906
81,15.757657437438965,-0.31202402972221377,81,15.757657437438965,0,1e-05,123.07230234146118,10025.616857767105,123.77304762675439
82,15.756587451171875,-0.31164651384353637,82,15.756587451171875,0,1e-05,123.14383316040039,10148.893749713898,123.76699694773046
83,15.757122886047362,-0.3104979193210602,82,15.756587451171875,1,1e-05,123.16408586502075,10272.190843343735,123.7613354619727
84,15.755896329040528,-0.3109106486415863,84,15.755896329040528,0,1e-05,123.28545546531677,10395.611614227295,123.75728112175351
85,15.750774270019532,-0.3113011904335022,85,15.750774270019532,0,1e-05,123.1480827331543,10518.894947052002,123.75170525943531
86,15.754062308044434,-0.31103381401062014,85,15.750774270019532,1,1e-05,122.83125162124634,10641.985638856888,123.74401905647544
87,15.752559841613769,-0.31234493550300596,85,15.750774270019532,2,1e-05,122.75613594055176,10764.872989177704,123.7341722893989
88,15.754489648742675,-0.31231263313293456,85,15.750774270019532,3,1e-05,123.0019941329956,10888.008237838745,123.72736633907665
89,15.749723479919433,-0.3119918554878235,89,15.749723479919433,0,1e-05,123.42595744132996,11011.568034172058,123.72548353002313
90,15.748919671020507,-0.3112536719226837,90,15.748919671020507,0,1e-05,122.89892530441284,11134.600764036179,123.71778626706865
91,15.747088232116699,-0.310954628534317,91,15.747088232116699,0,1e-05,123.4508273601532,11258.412959098816,123.71882372636061
92,15.74796810333252,-0.3106825674152374,91,15.747088232116699,1,1e-05,123.2886574268341,11381.848118782043,123.71574042154396
93,15.752909458618165,-0.3108984215259552,91,15.747088232116699,2,1e-05,122.94596791267395,11504.914777040482,123.70876104344603
94,15.746471133728027,-0.31092675629615785,94,15.746471133728027,0,1e-05,123.25950503349304,11628.30026936531,123.70532201452458
95,15.746753694458008,-0.3104361502456665,94,15.746471133728027,1,1e-05,123.17443370819092,11751.603209733963,123.70108641825225
96,15.748081934204102,-0.3090130284500122,94,15.746471133728027,2,1e-05,123.16791582107544,11875.007816314697,123.69799808661143
97,15.746307946472168,-0.31073760128974914,97,15.746307946472168,0,1e-05,123.27774119377136,11998.504085302353,123.6959184051789
98,15.74700874053955,-0.3103642009830475,97,15.746307946472168,1,1e-05,123.15137696266174,12121.775765419006,123.69158944305109
99,15.746047651367187,-0.3113362535095215,99,15.746047651367187,0,1e-05,123.88047218322754,12245.776689529419,123.69471403565069
100,15.747548822937011,-0.31084993944168093,99,15.746047651367187,1,1e-05,123.40796279907227,12369.30260515213,123.6930260515213
101,15.74722938232422,-0.3094181932258606,99,15.746047651367187,2,1e-05,123.110267162323,12492.74695444107,123.69056390535714
102,15.745880822448731,-0.30841841789245605,102,15.745880822448731,0,1e-05,123.24776148796082,12616.119759559631,123.68744862313365
103,15.740022188110352,-0.30927753973007205,103,15.740022188110352,0,1e-05,123.15265488624573,12739.396092414856,123.68345720791122
104,15.740833408203125,-0.30911823671340943,103,15.740022188110352,1,1e-05,123.24851036071777,12862.768505096436,123.68046639515804
105,15.741052475585937,-0.30897589694976807,103,15.740022188110352,2,1e-05,123.0485737323761,12985.941544532776,123.675633757455
106,15.743709236450195,-0.3084867959499359,103,15.740022188110352,3,1e-05,123.35239434242249,13109.537625074387,123.67488325541873
107,15.741800166015626,-0.30900426975250245,103,15.740022188110352,4,1e-05,123.4924738407135,13233.155278205872,123.67434839444739
108,15.741371726989746,-0.30821691878318785,103,15.740022188110352,5,1e-05,123.31541013717651,13356.593689203262,123.6721637889191
109,15.742761680297852,-0.3090460633945465,103,15.740022188110352,6,1e-05,122.58347868919373,13479.301117897034,123.66331300822966
110,15.74211865081787,-0.308947003660202,103,15.740022188110352,7,1e-05,122.55910801887512,13601.984530448914,123.65440482226285
111,15.741552134094238,-0.30860033522605895,103,15.740022188110352,8,1e-05,123.17345023155212,13725.493628263474,123.65309575012138
112,15.738676721191407,-0.3074393908786774,112,15.738676721191407,0,1e-05,123.53562068939209,13849.154696464539,123.65316693271909
113,15.741571370544433,-0.308463235502243,112,15.738676721191407,1,1e-05,123.43366599082947,13972.71734881401,123.65236591870806
114,15.740919143981934,-0.30779623491287234,112,15.738676721191407,2,1e-05,123.25790858268738,14096.107505083084,123.65006583406215
115,15.740801155700684,-0.3071132684421539,112,15.738676721191407,3,1e-05,123.2816002368927,14219.519531726837,123.64799592805946
116,15.736723053894043,-0.3070390339183807,116,15.736723053894043,0,1e-05,122.86264228820801,14342.632972478867,123.64338769378334
117,15.74083298828125,-0.3079119816684723,116,15.736723053894043,1,1e-05,123.16364884376526,14465.919401884079,123.64033676823999
118,15.738782133789062,-0.307692812833786,116,15.736723053894043,2,1e-05,123.14803981781006,14589.192518234253,123.63722473079875
119,15.740235068664552,-0.3054738167381287,116,15.736723053894043,3,1e-05,122.98244976997375,14712.298628807068,123.63276158661401
120,15.738701787109376,-0.3067919003677368,116,15.736723053894043,4,1e-05,123.01923727989197,14835.441680908203,123.62868067423503
121,15.740768290710449,-0.30663316780090333,116,15.736723053894043,5,1e-05,123.00804686546326,14958.784150362015,123.62631529224805
122,15.73894828704834,-0.3064245522975922,116,15.736723053894043,6,1e-05,123.11221671104431,15082.02445435524,123.62315126520689
123,15.738303361816406,-0.3061402869224548,116,15.736723053894043,7,1e-05,123.16830706596375,15205.322952747345,123.62051181095403
124,15.737115299987792,-0.30555483302116393,116,15.736723053894043,8,1e-05,122.87682628631592,15328.330134868622,123.6155656037792
125,15.736402216796876,-0.3061494552993774,125,15.736402216796876,0,1e-05,123.22376465797424,15451.681937932968,123.61345550346374
126,15.737396096496582,-0.30507812094688413,125,15.736402216796876,1,1e-05,123.18228387832642,15575.108395814896,123.61197139535632
127,15.735468963012694,-0.3047568336582184,127,15.735468963012694,0,1e-05,123.37221479415894,15698.608372688293,123.61108954872672
128,15.735999512023925,-0.3057130884552002,127,15.735468963012694,1,1e-05,123.25016045570374,15821.985678195953,123.60926311090589
129,15.736173129577637,-0.30381137946128844,127,15.735468963012694,2,1e-05,123.20311188697815,15945.32366490364,123.60716019305148
130,15.73513530822754,-0.3045422851467133,130,15.73513530822754,0,1e-05,123.17611169815063,16068.632884979248,123.60486834599422
131,15.733760473937988,-0.3053829494571686,131,15.733760473937988,0,1e-05,123.17026138305664,16192.243880033493,123.60491511475949
132,15.733153611145019,-0.3043961131668091,132,15.733153611145019,0,1e-05,122.98682427406311,16315.366553544998,123.60126176928028
133,15.735308325195312,-0.3046961357116699,132,15.733153611145019,1,1e-05,122.79730820655823,16438.29442381859,123.59619867532773
134,15.732588298950196,-0.30449267064094543,134,15.732588298950196,0,1e-05,122.51459622383118,16560.9368622303,123.58908106142016
135,15.733222311706543,-0.30320451058387754,134,15.732588298950196,1,1e-05,122.69949078559875,16683.763041734695,123.58342993877552
136,15.73409619140625,-0.3043089161682129,134,15.732588298950196,2,1e-05,122.88880610466003,16806.90766620636,123.58020342798794
137,15.732875469665528,-0.302765877199173,134,15.732588298950196,3,1e-05,122.76830577850342,16929.803153276443,123.5752054983682
138,15.730397596130372,-0.30332411716461183,138,15.730397596130372,0,1e-05,123.10652470588684,17053.036459684372,123.57272796872734
139,15.732897364196777,-0.3028953512096405,138,15.730397596130372,1,1e-05,123.12071919441223,17176.28177857399,123.57037250772655
140,15.731321470031737,-0.3015699760341644,138,15.730397596130372,2,1e-05,123.02576494216919,17299.4353017807,123.56739501271929
141,15.73056684173584,-0.3035897062110901,138,15.730397596130372,3,1e-05,123.51061058044434,17423.29210948944,123.5694475850315
142,15.733475432739258,-0.30468855090141295,138,15.730397596130372,4,1e-05,123.42079949378967,17546.845108032227,123.56933174670583
143,15.731663796691894,-0.30326422267913816,138,15.730397596130372,5,1e-05,123.27814364433289,17670.255912542343,123.56822316463177
144,15.728819567871094,-0.30305118337631226,144,15.728819567871094,0,1e-05,123.46652793884277,17793.954538822174,123.56912874182065
145,15.731613294067383,-0.3018366123867035,144,15.728819567871094,1,1e-05,123.3306314945221,17917.41630411148,123.56838830421711
146,15.732271382446289,-0.30156793663978576,144,15.728819567871094,2,1e-05,123.46617817878723,18041.138157606125,123.5694394356584
147,15.73042685546875,-0.30211682505607607,144,15.728819567871094,3,1e-05,123.229665517807,18164.498885154724,123.56801962690288
148,15.728111186828613,-0.30085864837646487,148,15.728111186828613,0,1e-05,123.30587649345398,18287.93713593483,123.56714281037047
149,15.730746542663574,-0.3016692831611633,148,15.728111186828613,1,1e-05,123.16802978515625,18411.235302209854,123.56533759872386
150,15.729935077819825,-0.30090183135032655,148,15.728111186828613,2,1e-05,123.24413752555847,18534.610771656036,123.56407181104024
151,15.728949526367188,-0.30017328506469726,148,15.728111186828613,3,1e-05,123.24634909629822,18658.21715259552,123.56435200394384
152,15.73063995361328,-0.29994656621932986,148,15.728111186828613,4,1e-05,123.16958808898926,18781.517438411713,123.56261472639285
153,15.727137840270997,-0.3016636765193939,153,15.727137840270997,0,1e-05,123.27162218093872,18904.927119255066,123.56161515852985
154,15.729281624145507,-0.3005701309108734,153,15.727137840270997,1,1e-05,123.43103170394897,19028.496022462845,123.56166248352497
155,15.727016174316406,-0.30091282378196715,155,15.727016174316406,0,1e-05,123.07283854484558,19151.699157238007,123.55934940153553
156,15.726153975219727,-0.3002426205635071,156,15.726153975219727,0,1e-05,123.18653869628906,19275.14685034752,123.55863365607384
157,15.728998769226074,-0.3001698860549927,156,15.726153975219727,1,1e-05,123.06815242767334,19398.342802762985,123.55632358447761
158,15.72846396484375,-0.29930321474075317,156,15.726153975219727,2,1e-05,123.1788272857666,19521.651745557785,123.55475788327712
159,15.728263784179687,-0.299993378868103,156,15.726153975219727,3,1e-05,123.59257888793945,19645.37541127205,123.55582019667955
160,15.724634099121094,-0.3000542219257355,160,15.724634099121094,0,1e-05,123.57680225372314,19769.08372759819,123.55677329748869
